timestamp,ETHUSD,BTCUSD
2021-07-14 00:00:00+00:00,1971.94,32661.04
2021-07-15 00:00:00+00:00,1918.07,31868.68
2021-07-16 00:00:00+00:00,1880.08,31388.24
2021-07-17 00:00:00+00:00,1976.13,32085.24
2021-07-18 00:00:00+00:00,1898.7,31747.43
2021-07-19 00:00:00+00:00,1740.6,29662.31
2021-07-20 00:00:00+00:00,1786.46,29796.16
2021-07-21 00:00:00+00:00,1996.18,32135.19
2021-07-22 00:00:00+00:00,2076.5,32699.0
2021-07-23 00:00:00+00:00,2125.81,33708.68
2021-07-24 00:00:00+00:00,2185.95,34283.01
2021-07-25 00:00:00+00:00,2325.81,38300.01
2021-07-26 00:00:00+00:00,2228.26,37262.77
2021-07-27 00:00:00+00:00,2283.19,39694.11
2021-07-28 00:00:00+00:00,2300.42,40035.1
2021-07-29 00:00:00+00:00,2415.75,39824.58
2021-07-30 00:00:00+00:00,2463.9,42237.95
2021-07-31 00:00:00+00:00,2621.51,42074.65
2021-08-01 00:00:00+00:00,2555.43,39671.67
2021-08-02 00:00:00+00:00,2494.67,39149.59
2021-08-03 00:00:00+00:00,2495.8,37952.63
2021-08-04 00:00:00+00:00,2694.42,39343.31
2021-08-05 00:00:00+00:00,2829.35,40888.74
2021-08-06 00:00:00+00:00,2959.37,43316.79
2021-08-07 00:00:00+00:00,3163.09,44382.47
2021-08-08 00:00:00+00:00,2956.48,43614.98
2021-08-09 00:00:00+00:00,3100.54,46285.48
2021-08-10 00:00:00+00:00,3167.0,45595.66
2021-08-11 00:00:00+00:00,3175.0,45614.87
2021-08-12 00:00:00+00:00,3122.47,45274.98
2021-08-13 00:00:00+00:00,3283.01,47833.64
2021-08-14 00:00:00+00:00,3250.47,46756.7
2021-08-15 00:00:00+00:00,3281.0,47424.28
2021-08-16 00:00:00+00:00,3194.04,46391.24
2021-08-17 00:00:00+00:00,3011.01,45082.92
2021-08-18 00:00:00+00:00,2983.09,44137.43
2021-08-19 00:00:00+00:00,3222.84,47097.8
2021-08-20 00:00:00+00:00,3286.58,49342.4
2021-08-21 00:00:00+00:00,3247.62,48867.02
2021-08-22 00:00:00+00:00,3349.55,50338.18
2021-08-23 00:00:00+00:00,3336.79,49506.58
2021-08-24 00:00:00+00:00,3175.91,48022.29
2021-08-25 00:00:00+00:00,3158.97,47894.22
2021-08-26 00:00:00+00:00,3102.43,46851.47
2021-08-27 00:00:00+00:00,3274.67,49077.57
2021-08-28 00:00:00+00:00,3181.39,48183.83
2021-08-29 00:00:00+00:00,3166.41,47897.69
2021-08-30 00:00:00+00:00,3230.15,47056.72
2021-08-31 00:00:00+00:00,3461.59,47158.9
2021-09-01 00:00:00+00:00,3829.39,48839.86
2021-09-02 00:00:00+00:00,3810.74,49727.89
2021-09-03 00:00:00+00:00,3940.06,50025.0
2021-09-04 00:00:00+00:00,3887.53,49857.36
2021-09-05 00:00:00+00:00,3924.04,51722.74
2021-09-06 00:00:00+00:00,3917.61,52539.52
2021-09-07 00:00:00+00:00,3436.96,46894.5
2021-09-08 00:00:00+00:00,3500.34,46060.36
2021-09-09 00:00:00+00:00,3452.55,46400.0
2021-09-10 00:00:00+00:00,3209.82,44851.45
2021-09-11 00:00:00+00:00,3266.77,45340.26
2021-09-12 00:00:00+00:00,3403.75,46024.23
2021-09-13 00:00:00+00:00,3278.16,45102.18
2021-09-14 00:00:00+00:00,3396.04,46891.28
2021-09-15 00:00:00+00:00,3651.13,48302.76
2021-09-16 00:00:00+00:00,3578.21,48093.11
2021-09-17 00:00:00+00:00,3480.62,48335.54
2021-09-18 00:00:00+00:00,3412.46,47863.25
2021-09-19 00:00:00+00:00,3200.49,45658.47
2021-09-20 00:00:00+00:00,2975.11,42422.84
2021-09-21 00:00:00+00:00,2844.45,41899.16
2021-09-22 00:00:00+00:00,3115.28,44063.37
2021-09-23 00:00:00+00:00,3081.03,44285.53
2021-09-24 00:00:00+00:00,2931.25,42722.31
2021-09-25 00:00:00+00:00,2849.4,42247.96
2021-09-26 00:00:00+00:00,3122.36,44035.87
2021-09-27 00:00:00+00:00,2962.57,42647.7
2021-09-28 00:00:00+00:00,2908.37,42250.07
2021-09-29 00:00:00+00:00,3018.55,43510.25
2021-09-30 00:00:00+00:00,3000.01,43626.13
2021-10-01 00:00:00+00:00,3273.54,47605.42
2021-10-02 00:00:00+00:00,3399.05,47915.24
2021-10-03 00:00:00+00:00,3355.65,47775.75
2021-10-04 00:00:00+00:00,3369.22,49181.94
2021-10-05 00:00:00+00:00,3474.74,51341.43
2021-10-06 00:00:00+00:00,3543.41,55086.03
2021-10-07 00:00:00+00:00,3575.8,53894.41
2021-10-08 00:00:00+00:00,3587.98,54702.16
